Rows: 1000, Columns: 1000
Too many cells to display.
Number of tripods: 5000
Optimal placement:
1: location: (999,318), direction: NORTH, sum: 27
4013: location: (975,166), direction: EAST, sum: 26
4014: location: (975,140), direction: SOUTH, sum: 26
4015: location: (975,104), direction: SOUTH, sum: 26
4016: location: (975,75), direction: EAST, sum: 26
4017: location: (975,31), direction: SOUTH, sum: 26
4018: location: (974,969), direction: SOUTH, sum: 26
4019: location: (974,928), direction: NORTH, sum: 26
4020: location: (974,920), direction: NORTH, sum: 26
4021: location: (974,902), direction: WEST, sum: 26
4022: location: (974,881), direction: SOUTH, sum: 26
4023: location: (974,836), direction: SOUTH, sum: 26
4024: location: (974,711), direction: EAST, sum: 26
4025: location: (974,649), direction: NORTH, sum: 26
4026: location: (974,568), direction: SOUTH, sum: 26
4027: location: (974,522), direction: NORTH, sum: 26
4028: location: (974,501), direction: SOUTH, sum: 26
4029: location: (974,307), direction: EAST, sum: 26
4030: location: (974,303), direction: SOUTH, sum: 26
4031: location: (974,145), direction: NORTH, sum: 26
4032: location: (974,134), direction: WEST, sum: 26
4033: location: (973,723), direction: NORTH, sum: 26
4034: location: (973,712), direction: WEST, sum: 26
4035: location: (973,523), direction: WEST, sum: 26
4036: location: (973,29), direction: WEST, sum: 26
4037: location: (973,22), direction: WEST, sum: 26
4038: location: (973,16), direction: SOUTH, sum: 26
4039: location: (972,968), direction: SOUTH, sum: 26
4040: location: (972,722), direction: EAST, sum: 26
4041: location: (972,701), direction: WEST, sum: 26
4042: location: (972,619), direction: SOUTH, sum: 26
4043: location: (972,439), direction: NORTH, sum: 26
4044: location: (972,425), direction: NORTH, sum: 26
4045: location: (972,387), direction: SOUTH, sum: 26
4046: location: (972,278), direction: NORTH, sum: 26
4047: location: (972,84), direction: NORTH, sum: 26
4048: location: (972,38), direction: WEST, sum: 26
4049: location: (972,28), direction: SOUTH, sum: 26
4050: location: (971,894), direction: NORTH, sum: 26
4051: location: (971,700), direction: EAST, sum: 26
4052: location: (971,665), direction: NORTH, sum: 26
4053: location: (971,470), direction: NORTH, sum: 26
4054: location: (971,438), direction: EAST, sum: 26
4055: location: (971,386), direction: WEST, sum: 26
4056: location: (971,266), direction: NORTH, sum: 26
4057: location: (971,83), direction: EAST, sum: 26
4058: location: (970,743), direction: WEST, sum: 26
4059: location: (970,664), direction: EAST, sum: 26
4060: location: (970,598), direction: WEST, sum: 26
4061: location: (970,469), direction: EAST, sum: 26
4062: location: (970,404), direction: EAST, sum: 26
4063: location: (970,310), direction: EAST, sum: 26
4064: location: (970,198), direction: EAST, sum: 26
4065: location: (970,172), direction: SOUTH, sum: 26
4066: location: (970,68), direction: NORTH, sum: 26
4067: location: (970,64), direction: WEST, sum: 26
4068: location: (969,990), direction: NORTH, sum: 26
4069: location: (969,910), direction: NORTH, sum: 26
4070: location: (969,678), direction: NORTH, sum: 26
4071: location: (969,609), direction: SOUTH, sum: 26
4072: location: (969,108), direction: SOUTH, sum: 26
4073: location: (968,927), direction: NORTH, sum: 26
4074: location: (968,909), direction: EAST, sum: 26
4075: location: (968,285), direction: EAST, sum: 26
4076: location: (968,251), direction: EAST, sum: 26
4077: location: (968,157), direction: SOUTH, sum: 26
4078: location: (968,126), direction: EAST, sum: 26
4079: location: (968,109), direction: EAST, sum: 26
4080: location: (968,102), direction: NORTH, sum: 26
4081: location: (968,7), direction: NORTH, sum: 26
4082: location: (967,779), direction: WEST, sum: 26
4083: location: (967,659), direction: NORTH, sum: 26
4084: location: (967,498), direction: NORTH, sum: 26
4085: location: (967,296), direction: WEST, sum: 26
4086: location: (967,286), direction: SOUTH, sum: 26
4087: location: (967,279), direction: EAST, sum: 26
4088: location: (967,252), direction: SOUTH, sum: 26
4089: location: (967,159), direction: WEST, sum: 26
4090: location: (967,130), direction: WEST, sum: 26
4091: location: (967,6), direction: EAST, sum: 26
4092: location: (966,982), direction: EAST, sum: 26
4093: location: (966,906), direction: WEST, sum: 26
4094: location: (966,897), direction: NORTH, sum: 26
4095: location: (966,660), direction: WEST, sum: 26
4096: location: (966,658), direction: SOUTH, sum: 26
4097: location: (966,588), direction: SOUTH, sum: 26
4098: location: (966,349), direction: EAST, sum: 26
4099: location: (966,234), direction: EAST, sum: 26
4100: location: (966,218), direction: NORTH, sum: 26
4101: location: (966,158), direction: SOUTH, sum: 26
4102: location: (966,6), direction: SOUTH, sum: 26
4103: location: (965,905), direction: EAST, sum: 26
4104: location: (965,896), direction: SOUTH, sum: 26
4105: location: (965,829), direction: SOUTH, sum: 26
4106: location: (965,556), direction: EAST, sum: 26
4107: location: (965,364), direction: SOUTH, sum: 26
4108: location: (965,255), direction: NORTH, sum: 26
4109: location: (965,253), direction: SOUTH, sum: 26
4110: location: (965,235), direction: WEST, sum: 26
4111: location: (965,219), direction: SOUTH, sum: 26
4112: location: (965,105), direction: SOUTH, sum: 26
4113: location: (965,4), direction: NORTH, sum: 26
4114: location: (964,982), direction: WEST, sum: 26
4115: location: (964,571), direction: WEST, sum: 26
4116: location: (964,517), direction: SOUTH, sum: 26
4117: location: (963,926), direction: EAST, sum: 26
4118: location: (963,920), direction: NORTH, sum: 26
4119: location: (963,554), direction: EAST, sum: 26
4120: location: (963,506), direction: SOUTH, sum: 26
4121: location: (963,504), direction: NORTH, sum: 26
4122: location: (963,432), direction: EAST, sum: 26
4123: location: (963,426), direction: WEST, sum: 26
4124: location: (963,366), direction: NORTH, sum: 26
4125: location: (963,232), direction: WEST, sum: 26
4126: location: (963,20), direction: WEST, sum: 26
4127: location: (962,913), direction: NORTH, sum: 26
4128: location: (962,874), direction: EAST, sum: 26
4129: location: (962,828), direction: WEST, sum: 26
4130: location: (962,710), direction: WEST, sum: 26
4131: location: (962,708), direction: EAST, sum: 26
4132: location: (962,503), direction: EAST, sum: 26
4133: location: (962,433), direction: WEST, sum: 26
4134: location: (962,380), direction: NORTH, sum: 26
4135: location: (962,354), direction: NORTH, sum: 26
4136: location: (961,827), direction: NORTH, sum: 26
4137: location: (961,809), direction: SOUTH, sum: 26
4138: location: (961,804), direction: NORTH, sum: 26
4139: location: (961,535), direction: SOUTH, sum: 26
4140: location: (961,534), direction: EAST, sum: 26
4141: location: (961,504), direction: WEST, sum: 26
4142: location: (961,493), direction: SOUTH, sum: 26
4143: location: (961,410), direction: WEST, sum: 26
4144: location: (961,381), direction: WEST, sum: 26
4145: location: (961,346), direction: SOUTH, sum: 26
4146: location: (961,206), direction: NORTH, sum: 26
4147: location: (961,30), direction: EAST, sum: 26
4148: location: (960,902), direction: EAST, sum: 26
4149: location: (960,805), direction: WEST, sum: 26
4150: location: (960,762), direction: EAST, sum: 26
4151: location: (960,573), direction: EAST, sum: 26
4152: location: (960,535), direction: SOUTH, sum: 26
4153: location: (960,511), direction: WEST, sum: 26
4154: location: (960,409), direction: SOUTH, sum: 26
4155: location: (960,101), direction: EAST, sum: 26
4156: location: (960,29), direction: SOUTH, sum: 26
4157: location: (959,718), direction: EAST, sum: 26
4158: location: (959,616), direction: SOUTH, sum: 26
4159: location: (959,564), direction: WEST, sum: 26
4160: location: (959,430), direction: EAST, sum: 26
4161: location: (959,380), direction: SOUTH, sum: 26
4162: location: (959,146), direction: NORTH, sum: 26
4163: location: (958,943), direction: NORTH, sum: 26
4164: location: (958,915), direction: WEST, sum: 26
4165: location: (958,874), direction: NORTH, sum: 26
4166: location: (958,563), direction: SOUTH, sum: 26
4167: location: (958,311), direction: EAST, sum: 26
4168: location: (958,147), direction: WEST, sum: 26
4169: location: (958,143), direction: WEST, sum: 26
4170: location: (957,914), direction: EAST, sum: 26
4171: location: (957,801), direction: WEST, sum: 26
4172: location: (957,527), direction: NORTH, sum: 26
4173: location: (957,480), direction: NORTH, sum: 26
4174: location: (957,350), direction: EAST, sum: 26
4175: location: (957,312), direction: WEST, sum: 26
4176: location: (957,220), direction: SOUTH, sum: 26
4177: location: (957,75), direction: NORTH, sum: 26
4178: location: (957,13), direction: EAST, sum: 26
4179: location: (956,943), direction: EAST, sum: 26
4180: location: (956,903), direction: EAST, sum: 26
4181: location: (956,896), direction: SOUTH, sum: 26
4182: location: (956,802), direction: NORTH, sum: 26
4183: location: (956,618), direction: NORTH, sum: 26
4184: location: (956,583), direction: EAST, sum: 26
4185: location: (956,528), direction: WEST, sum: 26
4186: location: (956,177), direction: SOUTH, sum: 26
4187: location: (956,147), direction: EAST, sum: 26
4188: location: (955,904), direction: SOUTH, sum: 26
4189: location: (955,868), direction: NORTH, sum: 26
4190: location: (955,866), direction: SOUTH, sum: 26
4191: location: (955,619), direction: SOUTH, sum: 26
4192: location: (955,513), direction: WEST, sum: 26
4193: location: (955,299), direction: SOUTH, sum: 26
4194: location: (955,220), direction: NORTH, sum: 26
4195: location: (955,206), direction: NORTH, sum: 26
4196: location: (955,203), direction: NORTH, sum: 26
4197: location: (955,148), direction: SOUTH, sum: 26
4198: location: (955,64), direction: WEST, sum: 26
4199: location: (954,981), direction: NORTH, sum: 26
4200: location: (954,235), direction: EAST, sum: 26
4201: location: (954,202), direction: SOUTH, sum: 26
4202: location: (954,149), direction: WEST, sum: 26
4203: location: (953,828), direction: EAST, sum: 26
4204: location: (953,776), direction: WEST, sum: 26
4205: location: (953,673), direction: NORTH, sum: 26
4206: location: (953,571), direction: NORTH, sum: 26
4207: location: (953,560), direction: EAST, sum: 26
4208: location: (953,541), direction: NORTH, sum: 26
4209: location: (953,341), direction: SOUTH, sum: 26
4210: location: (953,339), direction: SOUTH, sum: 26
4211: location: (953,302), direction: NORTH, sum: 26
4212: location: (953,236), direction: NORTH, sum: 26
4213: location: (953,232), direction: NORTH, sum: 26
4214: location: (953,193), direction: NORTH, sum: 26
4215: location: (953,162), direction: NORTH, sum: 26
4216: location: (952,998), direction: SOUTH, sum: 26
4217: location: (952,926), direction: WEST, sum: 26
4218: location: (952,775), direction: EAST, sum: 26
4219: location: (952,736), direction: WEST, sum: 26
4220: location: (952,640), direction: NORTH, sum: 26
4221: location: (952,570), direction: EAST, sum: 26
4222: location: (952,561), direction: WEST, sum: 26
4223: location: (952,557), direction: WEST, sum: 26
4224: location: (952,520), direction: EAST, sum: 26
4225: location: (952,362), direction: NORTH, sum: 26
4226: location: (952,269), direction: EAST, sum: 26
4227: location: (952,248), direction: WEST, sum: 26
4228: location: (952,163), direction: SOUTH, sum: 26
4229: location: (952,81), direction: NORTH, sum: 26
4230: location: (951,937), direction: EAST, sum: 26
4231: location: (951,903), direction: NORTH, sum: 26
4232: location: (951,751), direction: WEST, sum: 26
4233: location: (951,706), direction: SOUTH, sum: 26
4234: location: (951,662), direction: NORTH, sum: 26
4235: location: (951,641), direction: SOUTH, sum: 26
4236: location: (951,566), direction: NORTH, sum: 26
4237: location: (951,556), direction: SOUTH, sum: 26
4238: location: (951,405), direction: NORTH, sum: 26
4239: location: (951,332), direction: WEST, sum: 26
4240: location: (951,254), direction: WEST, sum: 26
4241: location: (950,960), direction: NORTH, sum: 26
4242: location: (950,868), direction: SOUTH, sum: 26
4243: location: (950,419), direction: EAST, sum: 26
4244: location: (950,404), direction: EAST, sum: 26
4245: location: (950,339), direction: WEST, sum: 26
4246: location: (950,331), direction: SOUTH, sum: 26
4247: location: (950,323), direction: SOUTH, sum: 26
4248: location: (950,279), direction: EAST, sum: 26
4249: location: (950,98), direction: WEST, sum: 26
4250: location: (950,7), direction: EAST, sum: 26
4251: location: (949,961), direction: SOUTH, sum: 26
4252: location: (949,703), direction: NORTH, sum: 26
4253: location: (949,539), direction: SOUTH, sum: 26
4254: location: (949,446), direction: WEST, sum: 26
4255: location: (949,420), direction: SOUTH, sum: 26
4256: location: (949,351), direction: EAST, sum: 26
4257: location: (949,273), direction: EAST, sum: 26
4258: location: (949,49), direction: WEST, sum: 26
4259: location: (948,966), direction: NORTH, sum: 26
4260: location: (948,804), direction: EAST, sum: 26
4261: location: (948,768), direction: SOUTH, sum: 26
4262: location: (948,607), direction: NORTH, sum: 26
4263: location: (948,555), direction: NORTH, sum: 26
4264: location: (948,536), direction: NORTH, sum: 26
4265: location: (948,481), direction: WEST, sum: 26
4266: location: (948,356), direction: WEST, sum: 26
4267: location: (948,352), direction: SOUTH, sum: 26
4268: location: (948,303), direction: NORTH, sum: 26
4269: location: (948,214), direction: NORTH, sum: 26
4270: location: (948,157), direction: EAST, sum: 26
4271: location: (948,11), direction: EAST, sum: 26
4272: location: (947,967), direction: WEST, sum: 26
4273: location: (947,855), direction: WEST, sum: 26
4274: location: (947,849), direction: WEST, sum: 26
4275: location: (947,847), direction: NORTH, sum: 26
4276: location: (947,805), direction: WEST, sum: 26
4277: location: (947,537), direction: WEST, sum: 26
4278: location: (947,406), direction: SOUTH, sum: 26
4279: location: (947,302), direction: EAST, sum: 26
4280: location: (947,291), direction: SOUTH, sum: 26
4281: location: (947,176), direction: SOUTH, sum: 26
4282: location: (947,130), direction: EAST, sum: 26
4283: location: (946,859), direction: EAST, sum: 26
4284: location: (946,748), direction: SOUTH, sum: 26
4285: location: (946,656), direction: NORTH, sum: 26
4286: location: (946,608), direction: WEST, sum: 26
4287: location: (946,606), direction: EAST, sum: 26
4288: location: (946,321), direction: NORTH, sum: 26
4289: location: (946,294), direction: NORTH, sum: 26
4290: location: (945,782), direction: SOUTH, sum: 26
4291: location: (945,599), direction: NORTH, sum: 26
4292: location: (945,591), direction: NORTH, sum: 26
4293: location: (945,456), direction: EAST, sum: 26
4294: location: (945,402), direction: NORTH, sum: 26
4295: location: (945,314), direction: EAST, sum: 26
4296: location: (944,978), direction: NORTH, sum: 26
4297: location: (944,976), direction: EAST, sum: 26
4298: location: (944,764), direction: NORTH, sum: 26
4299: location: (944,567), direction: NORTH, sum: 26
4300: location: (944,381), direction: WEST, sum: 26
4301: location: (944,338), direction: NORTH, sum: 26
4302: location: (943,977), direction: SOUTH, sum: 26
4303: location: (943,713), direction: WEST, sum: 26
4304: location: (943,648), direction: NORTH, sum: 26
4305: location: (943,602), direction: EAST, sum: 26
4306: location: (943,568), direction: WEST, sum: 26
4307: location: (943,551), direction: WEST, sum: 26
4308: location: (943,339), direction: SOUTH, sum: 26
4309: location: (943,201), direction: WEST, sum: 26
4310: location: (942,898), direction: EAST, sum: 26
4311: location: (942,839), direction: WEST, sum: 26
4312: location: (942,759), direction: SOUTH, sum: 26
4313: location: (942,698), direction: WEST, sum: 26
4314: location: (942,446), direction: NORTH, sum: 26
4315: location: (942,200), direction: SOUTH, sum: 26
4316: location: (942,59), direction: NORTH, sum: 26
4317: location: (942,28), direction: EAST, sum: 26
4318: location: (942,2), direction: NORTH, sum: 26
4319: location: (941,971), direction: WEST, sum: 26
4320: location: (941,934), direction: NORTH, sum: 26
4321: location: (941,697), direction: EAST, sum: 26
4322: location: (941,620), direction: EAST, sum: 26
4323: location: (941,619), direction: NORTH, sum: 26
4324: location: (941,479), direction: WEST, sum: 26
4325: location: (941,377), direction: SOUTH, sum: 26
4326: location: (941,273), direction: WEST, sum: 26
4327: location: (941,107), direction: NORTH, sum: 26
4328: location: (940,965), direction: SOUTH, sum: 26
4329: location: (940,805), direction: EAST, sum: 26
4330: location: (940,796), direction: NORTH, sum: 26
4331: location: (940,698), direction: WEST, sum: 26
4332: location: (940,682), direction: WEST, sum: 26
4333: location: (940,666), direction: WEST, sum: 26
4334: location: (940,584), direction: SOUTH, sum: 26
4335: location: (940,570), direction: NORTH, sum: 26
4336: location: (940,526), direction: EAST, sum: 26
4337: location: (940,440), direction: EAST, sum: 26
4338: location: (940,407), direction: NORTH, sum: 26
4339: location: (940,343), direction: EAST, sum: 26
4340: location: (940,140), direction: WEST, sum: 26
4341: location: (939,960), direction: NORTH, sum: 26
4342: location: (939,795), direction: SOUTH, sum: 26
4343: location: (939,727), direction: SOUTH, sum: 26
4344: location: (939,705), direction: SOUTH, sum: 26
4345: location: (939,697), direction: EAST, sum: 26
4346: location: (939,696), direction: WEST, sum: 26
4347: location: (939,681), direction: EAST, sum: 26
4348: location: (939,581), direction: EAST, sum: 26
4349: location: (939,571), direction: SOUTH, sum: 26
4350: location: (939,552), direction: WEST, sum: 26
4351: location: (939,537), direction: WEST, sum: 26
4352: location: (939,527), direction: WEST, sum: 26
4353: location: (939,523), direction: WEST, sum: 26
4354: location: (939,490), direction: NORTH, sum: 26
4355: location: (939,469), direction: EAST, sum: 26
4356: location: (939,464), direction: WEST, sum: 26
4357: location: (939,102), direction: SOUTH, sum: 26
4358: location: (939,59), direction: NORTH, sum: 26
4359: location: (938,695), direction: EAST, sum: 26
4360: location: (938,658), direction: NORTH, sum: 26
4361: location: (938,536), direction: SOUTH, sum: 26
4362: location: (938,21), direction: EAST, sum: 26
4363: location: (937,960), direction: SOUTH, sum: 26
4364: location: (937,746), direction: SOUTH, sum: 26
4365: location: (937,632), direction: NORTH, sum: 26
4366: location: (937,548), direction: EAST, sum: 26
4367: location: (937,507), direction: EAST, sum: 26
4368: location: (937,419), direction: SOUTH, sum: 26
4369: location: (937,397), direction: EAST, sum: 26
4370: location: (937,265), direction: EAST, sum: 26
4371: location: (937,162), direction: EAST, sum: 26
4372: location: (937,152), direction: SOUTH, sum: 26
4373: location: (937,20), direction: EAST, sum: 26
4374: location: (936,633), direction: WEST, sum: 26
4375: location: (936,631), direction: EAST, sum: 26
4376: location: (936,615), direction: NORTH, sum: 26
4377: location: (936,549), direction: NORTH, sum: 26
4378: location: (936,508), direction: WEST, sum: 26
4379: location: (936,498), direction: EAST, sum: 26
4380: location: (936,423), direction: NORTH, sum: 26
4381: location: (936,422), direction: NORTH, sum: 26
4382: location: (936,297), direction: NORTH, sum: 26
4383: location: (936,276), direction: WEST, sum: 26
4384: location: (936,211), direction: EAST, sum: 26
4385: location: (936,192), direction: NORTH, sum: 26
4386: location: (936,49), direction: NORTH, sum: 26
4387: location: (936,47), direction: SOUTH, sum: 26
4388: location: (935,881), direction: SOUTH, sum: 26
4389: location: (935,670), direction: NORTH, sum: 26
4390: location: (935,632), direction: SOUTH, sum: 26
4391: location: (935,595), direction: EAST, sum: 26
4392: location: (935,550), direction: SOUTH, sum: 26
4393: location: (935,523), direction: EAST, sum: 26
4394: location: (935,499), direction: SOUTH, sum: 26
4395: location: (935,458), direction: NORTH, sum: 26
4396: location: (935,360), direction: NORTH, sum: 26
4397: location: (935,333), direction: EAST, sum: 26
4398: location: (935,20), direction: WEST, sum: 26
4399: location: (934,997), direction: WEST, sum: 26
4400: location: (934,938), direction: NORTH, sum: 26
4401: location: (934,699), direction: NORTH, sum: 26
4402: location: (934,671), direction: SOUTH, sum: 26
4403: location: (934,669), direction: SOUTH, sum: 26
4404: location: (934,568), direction: EAST, sum: 26
4405: location: (934,558), direction: NORTH, sum: 26
4406: location: (934,361), direction: SOUTH, sum: 26
4407: location: (934,148), direction: WEST, sum: 26
4408: location: (934,87), direction: WEST, sum: 26
4409: location: (934,27), direction: NORTH, sum: 26
4410: location: (933,746), direction: SOUTH, sum: 26
4411: location: (933,590), direction: SOUTH, sum: 26
4412: location: (933,569), direction: SOUTH, sum: 26
4413: location: (933,489), direction: EAST, sum: 26
4414: location: (933,483), direction: EAST, sum: 26
4415: location: (933,480), direction: NORTH, sum: 26
4416: location: (933,450), direction: SOUTH, sum: 26
4417: location: (933,213), direction: WEST, sum: 26
4418: location: (932,367), direction: SOUTH, sum: 26
4419: location: (932,119), direction: SOUTH, sum: 26
4420: location: (932,95), direction: NORTH, sum: 26
4421: location: (932,1), direction: NORTH, sum: 26
4422: location: (931,768), direction: NORTH, sum: 26
4423: location: (931,636), direction: EAST, sum: 26
4424: location: (931,424), direction: NORTH, sum: 26
4425: location: (931,291), direction: EAST, sum: 26
4426: location: (931,283), direction: WEST, sum: 26
4427: location: (931,281), direction: SOUTH, sum: 26
4428: location: (931,229), direction: WEST, sum: 26
4429: location: (931,26), direction: EAST, sum: 26
4430: location: (930,845), direction: NORTH, sum: 26
4431: location: (930,794), direction: EAST, sum: 26
4432: location: (930,779), direction: SOUTH, sum: 26
4433: location: (930,649), direction: SOUTH, sum: 26
4434: location: (930,465), direction: NORTH, sum: 26
4435: location: (930,423), direction: EAST, sum: 26
4436: location: (930,228), direction: EAST, sum: 26
4437: location: (930,134), direction: EAST, sum: 26
4438: location: (930,64), direction: SOUTH, sum: 26
4439: location: (930,5), direction: SOUTH, sum: 26
4440: location: (929,925), direction: WEST, sum: 26
4441: location: (929,846), direction: WEST, sum: 26
4442: location: (929,818), direction: SOUTH, sum: 26
4443: location: (929,795), direction: WEST, sum: 26
4444: location: (929,731), direction: WEST, sum: 26
4445: location: (929,656), direction: NORTH, sum: 26
4446: location: (929,535), direction: WEST, sum: 26
4447: location: (929,219), direction: WEST, sum: 26
4448: location: (928,987), direction: NORTH, sum: 26
4449: location: (928,920), direction: WEST, sum: 26
4450: location: (928,703), direction: NORTH, sum: 26
4451: location: (928,691), direction: SOUTH, sum: 26
4452: location: (928,665), direction: WEST, sum: 26
4453: location: (928,594), direction: EAST, sum: 26
4454: location: (928,580), direction: EAST, sum: 26
4455: location: (928,534), direction: SOUTH, sum: 26
4456: location: (928,514), direction: EAST, sum: 26
4457: location: (928,359), direction: SOUTH, sum: 26
4458: location: (928,218), direction: SOUTH, sum: 26
4459: location: (928,82), direction: WEST, sum: 26
4460: location: (928,63), direction: EAST, sum: 26
4461: location: (927,993), direction: SOUTH, sum: 26
4462: location: (927,975), direction: EAST, sum: 26
4463: location: (927,876), direction: NORTH, sum: 26
4464: location: (927,830), direction: EAST, sum: 26
4465: location: (927,823), direction: SOUTH, sum: 26
4466: location: (927,770), direction: EAST, sum: 26
4467: location: (927,769), direction: SOUTH, sum: 26
4468: location: (927,680), direction: SOUTH, sum: 26
4469: location: (927,678), direction: NORTH, sum: 26
4470: location: (927,648), direction: NORTH, sum: 26
4471: location: (927,614), direction: NORTH, sum: 26
4472: location: (927,611), direction: WEST, sum: 26
4473: location: (927,581), direction: SOUTH, sum: 26
4474: location: (927,540), direction: NORTH, sum: 26
4475: location: (927,418), direction: WEST, sum: 26
4476: location: (927,315), direction: NORTH, sum: 26
4477: location: (927,132), direction: SOUTH, sum: 26
4478: location: (927,111), direction: NORTH, sum: 26
4479: location: (927,109), direction: NORTH, sum: 26
4480: location: (927,100), direction: EAST, sum: 26
4481: location: (927,57), direction: SOUTH, sum: 26
4482: location: (926,992), direction: EAST, sum: 26
4483: location: (926,945), direction: NORTH, sum: 26
4484: location: (926,911), direction: SOUTH, sum: 26
4485: location: (926,875), direction: SOUTH, sum: 26
4486: location: (926,850), direction: SOUTH, sum: 26
4487: location: (926,839), direction: NORTH, sum: 26
4488: location: (926,690), direction: EAST, sum: 26
4489: location: (926,649), direction: WEST, sum: 26
4490: location: (926,552), direction: WEST, sum: 26
4491: location: (926,548), direction: NORTH, sum: 26
4492: location: (926,316), direction: SOUTH, sum: 26
4493: location: (926,223), direction: NORTH, sum: 26
4494: location: (926,31), direction: EAST, sum: 26
4495: location: (925,840), direction: SOUTH, sum: 26
4496: location: (925,698), direction: SOUTH, sum: 26
4497: location: (925,691), direction: SOUTH, sum: 26
4498: location: (925,526), direction: WEST, sum: 26
4499: location: (925,501), direction: EAST, sum: 26
4500: location: (925,236), direction: EAST, sum: 26
4501: location: (925,171), direction: EAST, sum: 26
4502: location: (925,166), direction: SOUTH, sum: 26
4503: location: (925,123), direction: EAST, sum: 26
4504: location: (925,117), direction: SOUTH, sum: 26
4505: location: (925,85), direction: SOUTH, sum: 26
4506: location: (925,43), direction: WEST, sum: 26
4507: location: (925,32), direction: WEST, sum: 26
4508: location: (924,936), direction: EAST, sum: 26
4509: location: (924,780), direction: WEST, sum: 26
4510: location: (924,587), direction: WEST, sum: 26
4511: location: (924,525), direction: EAST, sum: 26
4512: location: (924,515), direction: WEST, sum: 26
4513: location: (924,356), direction: EAST, sum: 26
4514: location: (924,324), direction: SOUTH, sum: 26
4515: location: (924,82), direction: EAST, sum: 26
4516: location: (923,868), direction: SOUTH, sum: 26
4517: location: (923,648), direction: NORTH, sum: 26
4518: location: (923,586), direction: SOUTH, sum: 26
4519: location: (923,521), direction: WEST, sum: 26
4520: location: (923,380), direction: SOUTH, sum: 26
4521: location: (923,300), direction: WEST, sum: 26
4522: location: (923,201), direction: EAST, sum: 26
4523: location: (923,198), direction: WEST, sum: 26
4524: location: (923,83), direction: SOUTH, sum: 26
4525: location: (923,17), direction: NORTH, sum: 26
4526: location: (922,898), direction: NORTH, sum: 26
4527: location: (922,799), direction: WEST, sum: 26
4528: location: (922,796), direction: SOUTH, sum: 26
4529: location: (922,700), direction: EAST, sum: 26
4530: location: (922,660), direction: NORTH, sum: 26
4531: location: (922,399), direction: EAST, sum: 26
4532: location: (922,202), direction: WEST, sum: 26
4533: location: (922,138), direction: EAST, sum: 26
4534: location: (922,54), direction: WEST, sum: 26
4535: location: (922,1), direction: NORTH, sum: 26
4536: location: (921,908), direction: SOUTH, sum: 26
4537: location: (921,881), direction: SOUTH, sum: 26
4538: location: (921,827), direction: NORTH, sum: 26
4539: location: (921,800), direction: NORTH, sum: 26
4540: location: (921,659), direction: SOUTH, sum: 26
4541: location: (921,204), direction: EAST, sum: 26
4542: location: (921,138), direction: SOUTH, sum: 26
4543: location: (921,73), direction: NORTH, sum: 26
4544: location: (921,63), direction: WEST, sum: 26
4545: location: (921,61), direction: EAST, sum: 26
4546: location: (920,939), direction: EAST, sum: 26
4547: location: (920,886), direction: EAST, sum: 26
4548: location: (920,733), direction: WEST, sum: 26
4549: location: (920,549), direction: EAST, sum: 26
4550: location: (920,503), direction: NORTH, sum: 26
4551: location: (920,335), direction: EAST, sum: 26
4552: location: (920,249), direction: SOUTH, sum: 26
4553: location: (920,158), direction: NORTH, sum: 26
4554: location: (920,142), direction: SOUTH, sum: 26
4555: location: (920,62), direction: EAST, sum: 26
4556: location: (919,956), direction: NORTH, sum: 26
4557: location: (919,920), direction: NORTH, sum: 26
4558: location: (919,890), direction: EAST, sum: 26
4559: location: (919,887), direction: WEST, sum: 26
4560: location: (919,855), direction: NORTH, sum: 26
4561: location: (919,852), direction: SOUTH, sum: 26
4562: location: (919,834), direction: SOUTH, sum: 26
4563: location: (919,732), direction: SOUTH, sum: 26
4564: location: (919,565), direction: SOUTH, sum: 26
4565: location: (919,550), direction: SOUTH, sum: 26
4566: location: (919,509), direction: SOUTH, sum: 26
4567: location: (919,412), direction: NORTH, sum: 26
4568: location: (919,263), direction: NORTH, sum: 26
4569: location: (919,261), direction: EAST, sum: 26
4570: location: (919,207), direction: WEST, sum: 26
4571: location: (919,151), direction: EAST, sum: 26
4572: location: (919,141), direction: EAST, sum: 26
4573: location: (919,126), direction: EAST, sum: 26
4574: location: (919,64), direction: WEST, sum: 26
4575: location: (919,61), direction: NORTH, sum: 26
4576: location: (918,977), direction: SOUTH, sum: 26
4577: location: (918,955), direction: SOUTH, sum: 26
4578: location: (918,925), direction: WEST, sum: 26
4579: location: (918,887), direction: NORTH, sum: 26
4580: location: (918,856), direction: SOUTH, sum: 26
4581: location: (918,788), direction: NORTH, sum: 26
4582: location: (918,743), direction: WEST, sum: 26
4583: location: (918,536), direction: NORTH, sum: 26
4584: location: (918,517), direction: WEST, sum: 26
4585: location: (918,438), direction: SOUTH, sum: 26
4586: location: (918,414), direction: EAST, sum: 26
4587: location: (918,411), direction: EAST, sum: 26
4588: location: (918,371), direction: SOUTH, sum: 26
4589: location: (918,262), direction: SOUTH, sum: 26
4590: location: (918,161), direction: NORTH, sum: 26
4591: location: (918,160), direction: NORTH, sum: 26
4592: location: (918,142), direction: SOUTH, sum: 26
4593: location: (918,62), direction: SOUTH, sum: 26
4594: location: (917,952), direction: EAST, sum: 26
4595: location: (917,888), direction: WEST, sum: 26
4596: location: (917,815), direction: EAST, sum: 26
4597: location: (917,768), direction: WEST, sum: 26
